date,temperature,humidity,light,co2,humidity_ratio,occupancy,weekday,predictions
2015-02-11 14:59:00,21.79,31.575,441.75,1049.0,0.00510224444363126,1,1,0
2015-02-11 15:23:00,21.89,31.5666666666667,434.0,1085.66666666667,0.00513239228379069,1,1,0
2015-02-12 08:34:00,20.6,22.2,442.75,681.75,0.00332520581189891,0,1,1
2015-02-12 12:56:00,24.39,23.3925,236.5,852.5,0.004419016905017121,1,1,0
2015-02-12 13:26:00,24.2,23.745,690.5,729.0,0.00443492824164674,0,1,1
2015-02-12 16:10:00,22.39,26.0,191.5,534.5,0.00435266610171691,1,1,0
2015-02-13 09:59:00,22.65,24.8975,726.75,585.0,0.00423365443407076,0,1,1
2015-02-13 13:47:00,23.745,25.9725,659.25,567.5,0.00472231221446236,1,1,0
2015-02-13 18:05:00,21.29,32.79,0.0,577.0,0.00513916508328268,1,1,0
2015-02-17 08:39:00,20.5666666666667,30.5,301.0,785.666666666667,0.00456809398968827,1,1,0
2015-02-17 11:07:00,21.39,32.1175,438.0,1048.75,0.00506411387393045,1,1,0
2015-02-17 13:28:00,21.675,33.19,431.0,1139.5,0.0053275613281910895,0,1,1
