date,temperature,humidity,light,co2,humidity_ratio,occupancy,weekday,predictions
2015-02-11 15:27:00,21.89,31.15,436.5,961.25,0.00506409531527447,1,1,0
2015-02-12 08:34:00,20.6,22.2,442.75,681.75,0.00332520581189891,0,1,1
2015-02-12 12:44:00,24.315,23.4925,626.75,740.5,0.00441800488019686,1,1,0
2015-02-12 12:56:00,24.39,23.3925,236.5,852.5,0.004419016905017121,1,1,0
2015-02-12 13:26:00,24.2,23.745,690.5,729.0,0.00443492824164674,0,1,1
2015-02-12 16:10:00,22.39,26.0,191.5,534.5,0.00435266610171691,1,1,0
2015-02-13 09:59:00,22.65,24.8975,726.75,585.0,0.00423365443407076,0,1,1
2015-02-13 10:04:00,22.7225,25.0475,714.5,613.0,0.00427824323616494,0,1,1
2015-02-13 13:43:00,23.7,25.89,675.25,569.5,0.00469436835565054,0,1,1
2015-02-13 13:47:00,23.745,25.9725,659.25,567.5,0.00472231221446236,1,1,0
2015-02-13 18:05:00,21.29,32.79,0.0,577.0,0.00513916508328268,1,1,0
2015-02-16 08:56:00,20.65,25.445,389.0,874.25,0.0038260828088335103,1,1,0
2015-02-17 13:28:00,21.675,33.19,431.0,1139.5,0.0053275613281910895,0,1,1
