date,temperature,humidity,light,co2,humidity_ratio,occupancy,weekday,predictions
2015-02-02 17:34:00,22.6,25.0666666666667,428.333333333333,849.333333333333,0.00424961035468154,0,1,1
2015-02-02 17:35:00,22.6,25.2,422.5,853.0,0.0042723699287058,0,1,1
2015-02-02 17:36:00,22.6,25.2,423.666666666667,853.0,0.0042723699287058,0,1,1
2015-02-02 17:37:00,22.54,25.16,424.6,852.0,0.0042499210749079,0,1,1
2015-02-02 17:38:00,22.54,25.16,427.4,853.6,0.0042499210749079,0,1,1
2015-02-02 17:39:00,22.54,25.14,421.8,845.6,0.0042465196948245,0,1,1
2015-02-02 17:40:00,22.525,25.1,426.0,834.25,0.00423582915169482,0,1,1
2015-02-02 17:41:00,22.5,25.04,421.8,826.4,0.00421917771792251,0,1,1
2015-02-02 17:42:00,22.5,25.0,419.0,819.6,0.004212392172552679,0,1,1
2015-02-02 17:43:00,22.5,25.0,419.0,829.6,0.004212392172552679,0,1,1
2015-02-02 17:44:00,22.5,25.0,419.0,824.0,0.004212392172552679,0,1,1
2015-02-02 17:45:00,22.5,24.912,419.0,814.2,0.0041974644903524,0,1,1
2015-02-02 17:46:00,22.5,24.89,419.0,813.5,0.0041937326810038,0,1,1
2015-02-02 17:47:00,22.5,24.89,419.0,813.8,0.0041937326810038,0,1,1
2015-02-02 17:48:00,22.5,24.89,419.0,811.0,0.0041937326810038,0,1,1
2015-02-02 17:49:00,22.478,24.87,419.0,804.6,0.00418470411108146,0,1,1
2015-02-02 17:50:00,22.456,24.83,419.0,807.8,0.004172308180643121,0,1,1
2015-02-02 17:51:00,22.5,24.856666666666698,419.0,802.333333333333,0.00418807850916583,0,1,1
2015-02-02 17:52:00,22.4175,24.7475,419.0,796.75,0.00414856636550583,0,1,1
2015-02-02 17:53:00,22.456,24.81,419.0,794.4,0.00416892495641864,0,1,1
2015-02-02 17:54:00,22.39,24.7,419.0,790.6,0.00413358648459168,0,1,1
2015-02-02 17:55:00,22.4175,24.7225,419.0,789.75,0.0041443475474366,0,1,1
2015-02-02 17:56:00,22.39,24.7,419.0,782.2,0.00413358648459168,0,1,1
2015-02-02 18:04:00,22.39,25.0925,310.25,809.0,0.00419971552453032,1,1,0
2015-02-03 07:36:00,20.29,22.79,217.2,441.6,0.00334900175851823,1,1,0
2015-02-03 07:39:00,20.29,23.0,419.0,453.0,0.00338002905736888,0,1,1
2015-02-03 07:40:00,20.315,23.1,419.0,459.25,0.00340008273894569,0,1,1
2015-02-03 07:41:00,20.29,23.2,419.0,470.4,0.0034095817284020002,0,1,1
2015-02-03 07:42:00,20.31,23.2,416.2,466.0,0.00341382178221691,0,1,1
2015-02-03 09:10:00,21.1333333333333,24.823333333333302,444.0,747.333333333333,0.0038453769536416797,0,1,1
2015-02-03 09:11:00,21.1666666666667,24.858333333333302,444.0,745.5,0.0038587703976974298,0,1,1
2015-02-03 11:48:00,22.2,27.642857142857103,535.714285714286,1137.85714285714,0.00457612602181138,0,1,1
2015-02-03 12:19:00,22.39,27.29,603.6,1064.0,0.00457021208799111,0,1,1
2015-02-03 12:20:00,22.39,27.2675,587.5,1065.25,0.0045664163863674105,0,1,1
2015-02-03 12:21:00,22.39,27.2,575.0,1050.5,0.0045550295574192205,0,1,1
2015-02-03 12:36:00,22.6666666666667,26.713333333333303,652.5,1030.33333333333,0.00454931379169049,1,1,0
2015-02-03 12:37:00,22.675,26.675,652.75,1028.5,0.0045450525434806,1,1,0
2015-02-03 12:38:00,22.7,26.7,654.2,1020.4,0.00455630013842985,1,1,0
2015-02-03 12:39:00,22.7,26.6833333333333,656.166666666667,1023.6666666666699,0.004553435185152529,1,1,0
2015-02-03 12:40:00,22.7225,26.6,650.75,1021.25,0.00454535611417879,1,1,0
2015-02-03 12:41:00,22.745,26.6,663.75,1014.75,0.0045516089930389,1,1,0
